"YEAR","NTA2020","Pop1","MaleP","MdAge","Hsp1P","WNHP","BNHP","ANHP","OthNHP","MIncome"
2012,"QN1301",22730,45.92,48.5,9.54,45.86,4.68,35.6,4.32,73238.93
2013,"QN1301",22809,45.98,48.7,9.71,44.59,4.72,36.6,4.38,75843.94
2014,"QN1301",22888,46.04,48.9,9.88,43.32,4.76,37.6,4.44,76444.69
2015,"QN1301",22967,46.1,49.1,10.05,42.05,4.8,38.6,4.5,74894.83
2016,"QN1301",23047,46.16,49.2,10.22,40.78,4.84,39.6,4.56,84932.72
2017,"QN1301",23126,46.22,49.4,10.39,39.51,4.88,40.6,4.62,87796.19
2018,"QN1301",23205,46.28,49.6,10.56,38.24,4.92,41.6,4.68,90661.26
2019,"QN1301",23285,46.34,49.8,10.73,36.97,4.96,42.6,4.75,88089.31
2020,"QN1301",23364,46.4,50,10.92,35.67,4.97,43.61,4.83,95549.94
2010,"QN1302",25287,49.32,40.3,16.13,31.53,7.44,38.84,6.06,73237.46
2011,"QN1302",25415,49.31,40.6,16.15,30.39,7.47,39.79,6.19,76938.34
2012,"QN1302",25543,49.32,40.8,16.2,29.28,7.54,40.78,6.2,76128.78
2013,"QN1302",25671,49.33,41.1,16.25,28.17,7.61,41.77,6.19,79860.49
2014,"QN1302",25799,49.34,41.3,16.3,27.06,7.68,42.76,6.2,78365.86
2015,"QN1302",25927,49.35,41.6,16.35,25.95,7.75,43.75,6.2,71955.69
2016,"QN1302",26054,49.36,41.9,16.4,24.84,7.82,44.74,6.2,72582.31
2017,"QN1302",26182,49.37,42.1,16.45,23.73,7.89,45.73,6.2,87015.38
2018,"QN1302",26310,49.38,42.4,16.5,22.62,7.96,46.72,6.2,89520.25
2019,"QN1302",26438,49.39,42.6,16.55,21.51,8.03,47.71,6.2,93458.15
2020,"QN1302",26566,49.45,42.9,16.59,20.44,8.07,48.72,6.19,95657.46
2010,"QN1303",52734,47.18,37.8,18.6,6.42,48.33,17.12,9.53,71058.43
2011,"QN1303",52895,47.25,38.1,18.5,6.21,47.69,17.61,9.99,72729.85
2012,"QN1303",53056,47.3,38.5,18.4,6.02,47.08,18.12,10.38,70610.17
2013,"QN1303",53217,47.35,38.8,18.3,5.83,46.47,18.63,10.77,70157.96
2014,"QN1303",53378,47.4,39.2,18.2,5.64,45.86,19.14,11.16,71149.33
2015,"QN1303",53540,47.45,39.5,18.1,5.45,45.25,19.65,11.55,67376.59
2016,"QN1303",53701,47.5,39.8,18,5.26,44.64,20.16,11.94,70105.42
2017,"QN1303",53862,47.55,40.2,17.9,5.07,44.03,20.67,12.33,79283.28
2018,"QN1303",54023,47.6,40.5,17.8,4.88,43.42,21.18,12.72,81241.3
2019,"QN1303",54184,47.65,40.9,17.7,4.69,42.81,21.69,13.11,82234.94
2020,"QN1303",54345,47.71,41.2,17.64,4.52,42.18,22.21,13.45,82485.68
2010,"QN1304",18677,44.91,42.2,5.16,1.39,90.28,0.84,2.33,83555.63
2011,"QN1304",18717,44.87,42.5,5.36,1.4,89.72,0.86,2.66,80981.84
2012,"QN1304",18758,44.84,42.9,5.52,1.4,89.14,0.92,3.02,80502.03
2013,"QN1304",18798,44.81,43.2,5.68,1.4,88.56,0.98,3.38,81241.99
2014,"QN1304",18839,44.78,43.6,5.84,1.4,87.98,1.04,3.74,81280.07
2015,"QN1304",18879,44.75,43.9,6,1.4,87.4,1.1,4.1,81870.71
2016,"QN1304",18919,44.72,44.2,6.16,1.4,86.82,1.16,4.47,83334.97
2017,"QN1304",18960,44.69,44.6,6.32,1.4,86.24,1.22,4.83,94754.79
2018,"QN1304",19000,44.66,44.9,6.48,1.4,85.66,1.28,5.18,97636.63
2019,"QN1304",19041,44.63,45.3,6.64,1.4,85.08,1.34,5.54,100965.32
2020,"QN1304",19081,44.57,45.6,6.83,1.43,84.49,1.36,5.9,106715.84
2010,"QN1305",24453,44.93,40.6,5.48,1.46,90.05,0.68,2.32,81680.27
2011,"QN1305",24616,44.87,40.8,5.69,1.48,89.46,0.72,2.65,80758.79
2012,"QN1305",24780,44.84,40.9,5.88,1.46,88.82,0.74,3.1,77621.21
2013,"QN1305",24944,44.81,41.1,6.07,1.44,88.18,0.76,3.55,78902.8
2014,"QN1305",25107,44.78,41.3,6.26,1.42,87.54,0.78,3.99,81751.24
2015,"QN1305",25270,44.75,41.4,6.45,1.4,86.9,0.8,4.45,76692.29
2016,"QN1305",25434,44.72,41.6,6.64,1.38,86.26,0.82,4.9,79384.96
2017,"QN1305",25598,44.69,41.8,6.83,1.36,85.62,0.84,5.35,89371.04
2018,"QN1305",25761,44.66,42,7.02,1.34,84.98,0.86,5.8,91543.14
2019,"QN1305",25924,44.63,42.1,7.21,1.32,84.34,0.88,6.25,94391.45
2020,"QN1305",26088,44.57,42.3,7.43,1.34,83.72,0.9,6.6,92846.82
2010,"QN1306",20170,45.21,34.2,8.62,1.97,84.56,1.91,2.94,74437.23
2011,"QN1306",20463,45.28,34.6,8.72,1.99,84,1.98,3.31,78490.7
2012,"QN1306",20757,45.36,35,8.84,1.98,83.4,2.06,3.72,80822.15
2013,"QN1306",21050,45.44,35.3,8.96,1.97,82.8,2.14,4.13,76505.61
2014,"QN1306",21343,45.52,35.7,9.08,1.96,82.2,2.22,4.54,78901.39
2015,"QN1306",21636,45.6,36.1,9.2,1.95,81.6,2.3,4.95,79459.51
2016,"QN1306",21930,45.68,36.5,9.32,1.94,81,2.38,5.36,75700.83
2017,"QN1306",22223,45.76,36.9,9.44,1.93,80.4,2.46,5.77,87196.34
2018,"QN1306",22516,45.84,37.2,9.56,1.92,79.8,2.54,6.18,89403.43
2019,"QN1306",22810,45.92,37.6,9.68,1.91,79.2,2.62,6.58,87451.76
2020,"QN1306",23103,45.96,38,9.79,1.86,78.62,2.65,7.08,89923.76
2010,"QN1307",25025,45.51,35.6,9.36,5.33,79.9,2.22,3.19,82148.37
2011,"QN1307",25233,45.58,36,9.54,5.11,79.55,2.22,3.58,83351.16
2012,"QN1307",25440,45.66,36.5,9.68,4.92,79.2,2.24,3.96,84542.25
2013,"QN1307",25648,45.74,36.9,9.82,4.73,78.85,2.26,4.34,82339.48
2014,"QN1307",25855,45.82,37.4,9.96,4.54,78.5,2.28,4.72,83272.39
2015,"QN1307",26063,45.9,37.8,10.1,4.35,78.15,2.3,5.1,84223.25
2016,"QN1307",26271,45.98,38.3,10.24,4.16,77.8,2.32,5.48,90524.75
2017,"QN1307",26478,46.06,38.8,10.38,3.97,77.45,2.34,5.86,90784.84
2018,"QN1307",26686,46.14,39.2,10.52,3.78,77.1,2.36,6.24,92384.45
2019,"QN1307",26893,46.22,39.6,10.66,3.59,76.75,2.38,6.62,85582.93
2020,"QN1307",27101,46.33,40.1,10.79,3.43,76.4,2.36,7.02,99526.03
2010,"QN1371",1,0,61,0,0,100,0,0,0
2011,"QN1371",1,0,54.9,0,0,100,0,0,0
2012,"QN1371",1,0,48.8,0,0,100,0,0,0
2013,"QN1371",1,0,42.7,0,0,100,0,0,0
2014,"QN1371",1,0,36.6,0,0,100,0,0,0
2015,"QN1371",0,0,0,0,0,0,0,0,0
2016,"QN1371",0,0,0,0,0,0,0,0,0
2017,"QN1371",0,0,0,0,0,0,0,0,0
2018,"QN1371",0,0,0,0,0,0,0,0,0
2019,"QN1371",0,0,0,0,0,0,0,0,0
2020,"QN1371",0,0,0,0,0,0,0,0,0
2010,"QN1401",53861,47.33,32.4,24.96,24.32,45.52,1.89,3.32,35705.64
2011,"QN1401",54340,47.33,32.6,25.16,24.22,45.08,1.95,3.59,37390.61
2012,"QN1401",54818,47.36,32.8,25.32,24.14,44.66,2,3.88,39452.91
2013,"QN1401",55297,47.39,33,25.48,24.06,44.24,2.05,4.17,42369.75
2014,"QN1401",55776,47.42,33.2,25.64,23.98,43.82,2.1,4.46,42411.57
2015,"QN1401",56255,47.45,33.4,25.8,23.9,43.4,2.15,4.75,44251.58
2016,"QN1401",56733,47.48,33.6,25.96,23.82,42.98,2.2,5.04,45251.66
2017,"QN1401",57212,47.51,33.8,26.12,23.74,42.56,2.25,5.33,49665.08
2018,"QN1401",57691,47.54,34,26.28,23.66,42.14,2.3,5.62,51810.28
2019,"QN1401",58169,47.57,34.2,26.44,23.58,41.72,2.35,5.91,52312.25
2020,"QN1401",58648,47.56,34.4,26.59,23.46,41.29,2.39,6.27,54525.13
2010,"QN1402",36462,45.15,33.7,23.9,16.92,53,3.05,3.12,46294.61
2011,"QN1402",36952,45.1,34,24.04,16.86,52.47,3.12,3.51,47574.57
2012,"QN1402",37443,45.1,34.4,24.18,16.82,51.94,3.24,3.82,47632.58
2013,"QN1402",37934,45.1,34.7,24.32,16.78,51.41,3.36,4.13,51658.14
2014,"QN1402",38424,45.1,35.1,24.46,16.74,50.88,3.48,4.44,48451.11
2015,"QN1402",38914,45.1,35.4,24.6,16.7,50.35,3.6,4.75,48512.42
2016,"QN1402",39405,45.1,35.8,24.74,16.66,49.82,3.72,5.06,49395.89
2017,"QN1402",39896,45.1,36.1,24.88,16.62,49.29,3.84,5.37,53463.81
2018,"QN1402",40386,45.1,36.5,25.02,16.58,48.76,3.96,5.68,54651.61
2019,"QN1402",40877,45.1,36.8,25.16,16.54,48.23,4.08,5.99,56304.23
2020,"QN1402",41367,45.12,37.2,25.31,16.5,47.65,4.24,6.29,53017.42
2010,"QN1403",24638,48.92,46,7.87,85.94,3.34,1.73,1.11,75001.14
2011,"QN1403",24588,48.95,46.2,8.15,85.43,3.36,1.69,1.37,80188.49
2012,"QN1403",24537,49,46.4,8.4,84.96,3.42,1.68,1.54,79493.91
2013,"QN1403",24487,49.05,46.6,8.65,84.49,3.48,1.67,1.71,81662.06
2014,"QN1403",24436,49.1,46.8,8.9,84.02,3.54,1.66,1.88,80745.46
2015,"QN1403",24386,49.15,46.9,9.15,83.55,3.6,1.65,2.05,78804.27
2016,"QN1403",24336,49.2,47.1,9.4,83.08,3.66,1.64,2.22,86293.3
2017,"QN1403",24285,49.25,47.3,9.65,82.61,3.72,1.63,2.39,91640.26
2018,"QN1403",24235,49.3,47.5,9.9,82.14,3.78,1.62,2.56,94363.38
2019,"QN1403",24184,49.35,47.7,10.15,81.67,3.84,1.61,2.73,92737.62
2020,"QN1403",24134,49.35,47.9,10.45,81.17,3.88,1.64,2.86,98627.19
2010,"QN1491",0,0,0,0,0,0,0,0,0
2011,"QN1491",1,0,18,0,0,0,0,100,0
2012,"QN1491",2,0,18,0,0,0,0,100,0
2013,"QN1491",4,25,18,25,0,0,0,75,0
2014,"QN1491",5,20,18,20,0,0,0,80,0
2015,"QN1491",6,33.33,18,33.33,0,0,0,66.67,0
2016,"QN1491",7,28.57,18,28.57,0,0,0,71.43,0
2017,"QN1491",8,37.5,18,37.5,0,0,0,62.5,0
2018,"QN1491",10,50,18,50,0,10,0,40,0
2019,"QN1491",11,54.55,18,54.55,0,9.09,0,36.36,0
2020,"QN1491",12,58.33,18,58.33,0,8.33,0,33.33,0
2010,"QN8081",0,0,0,0,0,0,0,0,0
2011,"QN8081",0,0,0,0,0,0,0,0,0
2012,"QN8081",0,0,0,0,0,0,0,0,0
2013,"QN8081",0,0,0,0,0,0,0,0,0
2014,"QN8081",0,0,0,0,0,0,0,0,0
2015,"QN8081",0,0,0,0,0,0,0,0,0
2016,"QN8081",0,0,0,0,0,0,0,0,0
2017,"QN8081",0,0,0,0,0,0,0,0,0
2018,"QN8081",0,0,0,0,0,0,0,0,0
2019,"QN8081",0,0,0,0,0,0,0,0,0
2020,"QN8081",0,0,0,0,0,0,0,0,0
2010,"QN8191",56,75,41.5,35.71,25,28.57,10.71,0,97500
2011,"QN8191",55,72.73,40.6,36.36,23.64,29.09,10.91,0,1e+05
2012,"QN8191",54,72.22,39.7,37.04,22.22,29.63,9.26,1.85,102500
2013,"QN8191",52,69.23,38.8,36.54,19.23,28.85,9.62,5.77,52767.5
2014,"QN8191",51,68.63,37.9,37.25,17.65,29.41,9.8,5.88,0
2015,"QN8191",50,66,37,38,16,30,8,8,0
2016,"QN8191",49,63.27,36.1,36.73,14.29,28.57,8.16,12.24,0
2017,"QN8191",48,62.5,35.2,37.5,12.5,29.17,8.33,12.5,67372.5
2018,"QN8191",46,60.87,34.3,36.96,10.87,28.26,6.52,17.39,65146.38
2019,"QN8191",45,57.78,33.4,37.78,8.89,28.89,6.67,17.78,0
2020,"QN8191",44,56.82,32.5,38.64,6.82,29.55,6.82,18.18,0
2010,"QN8291",113,51.33,55.3,16.81,75.22,0,7.96,0,34875
2011,"QN8291",102,50.98,51.3,22.55,70.59,0,6.86,0,26250
2012,"QN8291",91,50.55,47.2,28.57,64.84,0,6.59,0,35139
2013,"QN8291",80,51.25,43.2,33.75,60,0,5,1.25,35417
2014,"QN8291",69,50.72,39.2,40.58,55.07,0,4.35,0,20250
2015,"QN8291",58,50,35.1,46.55,50,0,3.45,0,59507.54
2016,"QN8291",48,50,31.1,52.08,45.83,0,4.17,-2.08,64180.76
2017,"QN8291",37,51.35,27.1,56.76,40.54,0,2.7,0,59976.1
2018,"QN8291",26,50,23.1,61.54,34.62,0,0,3.85,65099.01
2019,"QN8291",15,53.33,19,66.67,33.33,0,0,0,0
2020,"QN8291",4,50,18,75,25,0,0,0,0
2010,"QN8381",0,0,0,0,0,0,0,0,0
2011,"QN8381",0,0,0,0,0,0,0,0,0
2012,"QN8381",0,0,0,0,0,0,0,0,0
2013,"QN8381",1,0,18.6,0,0,0,0,100,0
2014,"QN8381",1,0,24.8,0,0,0,0,100,0
2015,"QN8381",1,0,31,0,0,0,0,100,0
2016,"QN8381",1,0,37.2,0,0,0,0,100,0
2017,"QN8381",1,0,43.4,0,0,0,0,100,0
2018,"QN8381",2,50,49.6,0,0,50,0,50,0
2019,"QN8381",2,50,55.8,0,0,50,0,50,0
2020,"QN8381",2,50,62,0,0,50,0,50,0
2010,"QN8491",0,0,0,0,0,0,0,0,52191.23
2011,"QN8491",0,0,0,0,0,0,0,0,0
2012,"QN8491",0,0,0,0,0,0,0,0,0
2013,"QN8491",0,0,0,0,0,0,0,0,0
2014,"QN8491",0,0,0,0,0,0,0,0,0
2015,"QN8491",0,0,0,0,0,0,0,0,0
2016,"QN8491",0,0,0,0,0,0,0,0,0
2017,"QN8491",0,0,0,0,0,0,0,0,0
2018,"QN8491",0,0,0,0,0,0,0,0,0
2019,"QN8491",0,0,0,0,0,0,0,0,0
2020,"QN8491",0,0,0,0,0,0,0,0,0
2010,"QN8492",17,47.06,59.1,23.53,76.47,0,0,0,59112.65
2011,"QN8492",18,44.44,56.7,22.22,77.78,0,0,0,59644.72
2012,"QN8492",18,44.44,54.3,22.22,77.78,5.56,0,-5.56,19375
2013,"QN8492",19,47.37,51.9,15.79,73.68,5.26,0,5.26,66329.56
2014,"QN8492",20,45,49.5,15,75,10,0,0,65086.93
2015,"QN8492",20,45,47,15,75,10,0,0,66312.24
2016,"QN8492",21,47.62,44.6,14.29,71.43,14.29,0,0,68388.66
2017,"QN8492",22,45.45,42.2,9.09,72.73,13.64,0,4.55,72011.24
2018,"QN8492",23,47.83,39.8,8.7,73.91,17.39,0,0,75558.76
2019,"QN8492",23,47.83,37.4,4.35,69.57,17.39,0,8.7,77265.33
2020,"QN8492",24,45.83,35,4.17,70.83,20.83,0,4.17,81694.34
2010,"SI0101",18774,48.94,35.3,30.6,25.32,35.27,5.15,3.66,43550.91
2011,"SI0101",18952,48.87,35.5,30.97,24.91,34.96,5.4,3.76,45501
2012,"SI0101",19129,48.84,35.7,31.34,24.52,34.62,5.6,3.93,41935
2013,"SI0101",19306,48.81,35.9,31.71,24.13,34.28,5.8,4.08,42834.2
2014,"SI0101",19484,48.78,36.1,32.08,23.74,33.94,6,4.24,46530.26
2015,"SI0101",19662,48.75,36.3,32.45,23.35,33.6,6.2,4.4,44724.39
2016,"SI0101",19839,48.72,36.5,32.82,22.96,33.26,6.4,4.56,47945.93
2017,"SI0101",20017,48.69,36.7,33.19,22.57,32.92,6.6,4.72,51794.26
2018,"SI0101",20194,48.66,36.9,33.56,22.18,32.58,6.8,4.88,53546.58
2019,"SI0101",20372,48.63,37.1,33.93,21.79,32.24,7,5.04,48797.18
2020,"SI0101",20549,48.55,37.3,34.3,21.38,31.93,7.16,5.23,52728.24
2010,"SI0102",16192,50.35,31.7,38.36,18.74,33.67,6.55,2.67,36762.2
2011,"SI0102",16476,50.33,32,38.43,18.41,33.5,6.9,2.76,39650.34
2012,"SI0102",16759,50.26,32.3,38.46,18.12,33.3,7.2,2.91,36193.96
2013,"SI0102",17042,50.19,32.7,38.49,17.83,33.1,7.5,3.08,43115.25
2014,"SI0102",17326,50.12,33,38.52,17.54,32.9,7.8,3.24,40788.71
2015,"SI0102",17610,50.05,33.3,38.55,17.25,32.7,8.1,3.4,38423.91
2016,"SI0102",17893,49.98,33.6,38.58,16.96,32.5,8.4,3.56,37034.08
2017,"SI0102",18176,49.91,33.9,38.61,16.67,32.3,8.7,3.72,42949.41
2018,"SI0102",18460,49.84,34.3,38.64,16.38,32.1,9,3.88,43954.64
2019,"SI0102",18744,49.77,34.6,38.67,16.09,31.9,9.3,4.04,38024.69
2020,"SI0102",19027,49.69,34.9,38.7,15.8,31.7,9.61,4.2,44286.46
2010,"SI0103",23259,47.04,35.3,23.86,35.09,24.3,14.68,2.08,59809.18
2011,"SI0103",23484,47.06,35.6,24.07,34.33,24.05,15.44,2.11,62771.4
2012,"SI0103",23709,47.12,35.9,24.24,33.56,23.8,16.18,2.22,64964.14
2013,"SI0103",23934,47.18,36.1,24.41,32.79,23.55,16.92,2.33,67869.47
2014,"SI0103",24159,47.24,36.4,24.58,32.02,23.3,17.66,2.44,68090.82
2015,"SI0103",24384,47.3,36.7,24.75,31.25,23.05,18.4,2.55,67336.78
2016,"SI0103",24610,47.36,37,24.92,30.48,22.8,19.14,2.66,69148.25
2017,"SI0103",24835,47.42,37.3,25.09,29.71,22.55,19.88,2.77,69081
2018,"SI0103",25060,47.48,37.5,25.26,28.94,22.3,20.62,2.89,69971.08
2019,"SI0103",25285,47.54,37.8,25.43,28.17,22.05,21.36,2.99,78267.11
2020,"SI0103",25510,47.57,38.1,25.63,27.39,21.77,22.06,3.15,61198.18
2010,"SI0104",35484,47.81,36,22.51,52.57,16.59,5.99,2.34,65087.33
2011,"SI0104",35637,47.84,36.3,22.89,51.84,16.59,6.2,2.48,64151.33
2012,"SI0104",35789,47.88,36.6,23.28,51.08,16.58,6.4,2.66,64557.69
2013,"SI0104",35942,47.92,36.8,23.67,50.32,16.57,6.6,2.84,65184.64
2014,"SI0104",36094,47.96,37.1,24.06,49.56,16.56,6.8,3.02,73577.36
2015,"SI0104",36247,48,37.4,24.45,48.8,16.55,7,3.2,70427.23
2016,"SI0104",36400,48.04,37.7,24.84,48.04,16.54,7.2,3.38,72610.38
2017,"SI0104",36552,48.08,38,25.23,47.28,16.53,7.4,3.56,82461.22
2018,"SI0104",36705,48.12,38.2,25.62,46.52,16.52,7.6,3.74,85973.27
2019,"SI0104",36857,48.16,38.5,26.01,45.76,16.51,7.8,3.92,80616.32
2020,"SI0104",37010,48.15,38.8,26.4,45.05,16.53,8.04,3.99,91907.54
2010,"SI0105",29816,48.38,41.2,12.96,75.81,2.42,6.91,1.9,80664.58
2011,"SI0105",29980,48.41,41.3,13.36,74.86,2.43,7.32,2.03,82469.35
2012,"SI0105",30144,48.42,41.4,13.72,73.92,2.46,7.74,2.16,84586.7
2013,"SI0105",30309,48.43,41.4,14.08,72.98,2.49,8.16,2.29,83538.94
2014,"SI0105",30473,48.44,41.5,14.44,72.04,2.52,8.58,2.42,84268.58
2015,"SI0105",30637,48.45,41.6,14.8,71.1,2.55,9,2.55,80717.1
2016,"SI0105",30801,48.46,41.7,15.16,70.16,2.58,9.42,2.68,83601.07
2017,"SI0105",30965,48.47,41.8,15.52,69.22,2.61,9.84,2.81,97357.74
2018,"SI0105",31130,48.48,41.8,15.88,68.28,2.64,10.26,2.94,100700.76
2019,"SI0105",31294,48.49,41.9,16.24,67.34,2.67,10.68,3.07,97426.38
2020,"SI0105",31458,48.53,42,16.63,66.39,2.72,11.14,3.12,107787.76
2010,"SI0106",20754,50.42,30.8,46.53,23.63,23.27,3.78,2.79,61969.03
2011,"SI0106",20940,50.41,31.1,46.76,23,23.24,4.11,2.89,57616.27
2012,"SI0106",21125,50.42,31.5,47.02,22.4,23.18,4.42,2.98,55076.88
2013,"SI0106",21311,50.43,31.8,47.28,21.8,23.12,4.73,3.07,55709.29
2014,"SI0106",21496,50.44,32.1,47.54,21.2,23.06,5.04,3.16,54643.03
2015,"SI0106",21682,50.45,32.5,47.8,20.6,23,5.35,3.25,52678.63
2016,"SI0106",21867,50.46,32.8,48.06,20,22.94,5.66,3.34,54664.35
2017,"SI0106",22053,50.47,33.1,48.32,19.4,22.88,5.97,3.43,61132.59
2018,"SI0106",22238,50.48,33.4,48.58,18.8,22.82,6.28,3.52,62157.02
2019,"SI0106",22424,50.49,33.8,48.84,18.2,22.76,6.59,3.61,65009.3
2020,"SI0106",22609,50.51,34.1,49.06,17.64,22.66,6.93,3.71,61059.32
2010,"SI0107",31474,48.2,32.3,35.08,23.55,30.04,8.57,2.75,56639.15
2011,"SI0107",31676,48.21,32.6,35.15,23.13,29.94,8.83,2.95,55543.78
2012,"SI0107",31878,48.22,32.9,35.2,22.76,29.88,9.06,3.1,55320.73
2013,"SI0107",32079,48.23,33.2,35.25,22.39,29.82,9.29,3.25,56490.38
2014,"SI0107",32281,48.24,33.5,35.3,22.02,29.76,9.52,3.4,55367.66
2015,"SI0107",32483,48.25,33.8,35.35,21.65,29.7,9.75,3.55,53349.51
2016,"SI0107",32685,48.26,34,35.4,21.28,29.64,9.98,3.7,57642.46
2017,"SI0107",32887,48.27,34.3,35.45,20.91,29.58,10.21,3.85,67134.66
2018,"SI0107",33088,48.28,34.6,35.5,20.54,29.52,10.44,4,69693.64
2019,"SI0107",33290,48.29,34.9,35.55,20.17,29.46,10.67,4.15,69325
2020,"SI0107",33492,48.3,35.2,35.56,19.76,29.42,10.92,4.34,76495.16
2010,"SI0191",3,66.67,42.5,66.67,33.33,0,0,0,0
2011,"SI0191",3,66.67,44.8,66.67,33.33,0,0,0,0
2012,"SI0191",4,75,47,50,50,0,0,0,0
2013,"SI0191",4,50,49.3,50,50,0,0,0,0
2014,"SI0191",5,60,51.5,40,60,0,0,0,0
2015,"SI0191",5,60,53.8,40,60,0,0,0,0
2016,"SI0191",6,50,56,33.33,66.67,0,0,0,0
2017,"SI0191",6,50,58.3,33.33,66.67,0,0,0,0
2018,"SI0191",7,57.14,60.5,28.57,71.43,0,0,0,0
2019,"SI0191",8,50,62.8,12.5,87.5,0,0,0,0
2020,"SI0191",8,50,65,12.5,87.5,0,0,0,0
2010,"SI0201",34425,47.91,40.4,15.69,69.21,4.1,9.03,1.97,57992.93
2011,"SI0201",34608,47.96,40.6,15.8,68.05,4.19,9.89,2.07,61501.56
2012,"SI0201",34792,48.02,40.8,15.9,66.9,4.28,10.78,2.14,61667.27
2013,"SI0201",34975,48.08,41,16,65.75,4.37,11.67,2.21,64268.01
2014,"SI0201",35159,48.14,41.2,16.1,64.6,4.46,12.56,2.28,64595.85
2015,"SI0201",35342,48.2,41.5,16.2,63.45,4.55,13.45,2.35,62766.59
2016,"SI0201",35525,48.26,41.7,16.3,62.3,4.64,14.34,2.42,66995.09
2017,"SI0201",35709,48.32,41.9,16.4,61.15,4.73,15.23,2.49,71209.84
2018,"SI0201",35892,48.38,42.1,16.5,60,4.82,16.12,2.56,73177.54
2019,"SI0201",36076,48.44,42.3,16.6,58.85,4.91,17.01,2.63,76841.93
2020,"SI0201",36259,48.47,42.5,16.66,57.68,5.04,17.92,2.7,80015.13
2010,"SI0202",27623,48.35,40.4,13.28,78.43,1.11,5.85,1.33,67281.2
2011,"SI0202",27769,48.46,40.6,13.42,77.14,1.14,6.77,1.53,74426.33
2012,"SI0202",27915,48.52,40.8,13.54,75.88,1.18,7.74,1.66,74632.8
2013,"SI0202",28061,48.58,41,13.66,74.62,1.22,8.71,1.79,73004.06
2014,"SI0202",28207,48.64,41.2,13.78,73.36,1.26,9.68,1.92,74645.82
2015,"SI0202",28353,48.7,41.4,13.9,72.1,1.3,10.65,2.05,77357.71
2016,"SI0202",28499,48.76,41.6,14.02,70.84,1.34,11.62,2.18,78051.38
2017,"SI0202",28645,48.82,41.8,14.14,69.58,1.38,12.59,2.31,80480.75
2018,"SI0202",28791,48.88,42,14.26,68.32,1.42,13.56,2.44,82053.7
2019,"SI0202",28937,48.94,42.2,14.38,67.06,1.46,14.53,2.57,82110.53
2020,"SI0202",29083,49,42.4,14.51,65.84,1.49,15.5,2.66,84799.63
2010,"SI0203",30851,47.26,43.4,10.01,66.78,4.2,16.83,2.18,78656.88
2011,"SI0203",31048,47.34,43.3,10.04,66.4,4.19,17.1,2.27,79307.07
2012,"SI0203",31245,47.38,43.2,10.08,66,4.18,17.4,2.34,80451.27
2013,"SI0203",31442,47.42,43.1,10.12,65.6,4.17,17.7,2.41,82912.54
2014,"SI0203",31639,47.46,43,10.16,65.2,4.16,18,2.48,80929.18
2015,"SI0203",31836,47.5,42.8,10.2,64.8,4.15,18.3,2.55,72790.04
2016,"SI0203",32034,47.54,42.7,10.24,64.4,4.14,18.6,2.62,80266.99
2017,"SI0203",32231,47.58,42.6,10.28,64,4.13,18.9,2.69,88473.57
2018,"SI0203",32428,47.62,42.5,10.32,63.6,4.12,19.2,2.76,90512.3
2019,"SI0203",32625,47.66,42.4,10.36,63.2,4.11,19.5,2.83,93382.98
2020,"SI0203",32822,47.71,42.3,10.42,62.75,4.11,19.76,2.96,91428.46
2010,"SI0204",39310,48.26,39.7,13.44,69.74,2.38,12.84,1.6,73351.47
2011,"SI0204",39666,48.29,39.9,13.58,68.68,2.46,13.48,1.8,75648.46
2012,"SI0204",40022,48.28,40,13.76,67.66,2.52,14.16,1.9,78790.46
2013,"SI0204",40378,48.27,40.2,13.94,66.64,2.58,14.84,2,73620.84
2014,"SI0204",40734,48.26,40.3,14.12,65.62,2.64,15.52,2.1,79083.9
2015,"SI0204",41090,48.25,40.5,14.3,64.6,2.7,16.2,2.2,81585.63
2016,"SI0204",41447,48.24,40.7,14.48,63.58,2.76,16.88,2.3,78010.78
2017,"SI0204",41803,48.23,40.8,14.66,62.56,2.82,17.56,2.4,84641.32
2018,"SI0204",42159,48.22,41,14.84,61.54,2.88,18.24,2.5,86434.16
2019,"SI0204",42515,48.21,41.1,15.02,60.52,2.94,18.92,2.6,86644.3
2020,"SI0204",42871,48.16,41.3,15.25,59.49,3.02,19.6,2.65,90017.58
2010,"SI0291",53,47.17,45.3,30.19,62.26,0,7.55,0,0
2011,"SI0291",49,46.94,44.5,30.61,59.18,2.04,6.12,2.04,0
2012,"SI0291",45,48.89,43.7,31.11,55.56,4.44,6.67,2.22,0
2013,"SI0291",42,50,43,33.33,52.38,7.14,4.76,2.38,0
2014,"SI0291",38,50,42.2,34.21,47.37,7.89,5.26,5.26,0
2015,"SI0291",34,50,41.4,35.29,44.12,8.82,2.94,8.82,0
2016,"SI0291",30,50,40.6,36.67,40,13.33,3.33,6.67,0
2017,"SI0291",26,50,39.8,38.46,38.46,15.38,3.85,3.85,0
2018,"SI0291",23,52.17,39.1,39.13,34.78,17.39,0,8.7,0
2019,"SI0291",19,52.63,38.3,36.84,31.58,15.79,0,15.79,0
2020,"SI0291",15,53.33,37.5,40,26.67,20,0,13.33,0
2010,"SI0301",22049,47.79,42.6,10.02,83.52,1.28,4.1,1.07,73741.09
2011,"SI0301",22083,47.81,42.8,10.13,82.44,1.43,4.75,1.25,77769.87
2012,"SI0301",22117,47.82,42.9,10.26,81.38,1.56,5.4,1.4,75858.38
