"","Year","Borough","GeoID","Name","Pop1","Male","MaleP","Fem","FemP","MdAge","Hsp1","Hsp1P","WNH","WNHP","BNH","BNHP","ANH","ANHP","OthNH","OthNHP"
"920",2016,"Bronx","BX0501","University Heights (South)-Morris Heights",53720,24797,46.16,28923,53.84,32.6,35047,65.24,784,1.46,16009,29.8,795,1.48,1085,2.02
"921",2017,"Bronx","BX0501","University Heights (South)-Morris Heights",53960,24913,46.17,29047,53.83,33,35333,65.48,793,1.47,15864,29.4,815,1.51,1155,2.14
"922",2018,"Bronx","BX0501","University Heights (South)-Morris Heights",54201,25030,46.18,29171,53.82,33.4,35621,65.72,802,1.48,15718,29,835,1.54,1225,2.26
"923",2019,"Bronx","BX0501","University Heights (South)-Morris Heights",54441,25146,46.19,29295,53.81,33.9,35909,65.96,811,1.49,15570,28.6,855,1.57,1296,2.38
"924",2020,"Bronx","BX0501","University Heights (South)-Morris Heights",54682,25244,46.17,29438,53.83,34.3,36202,66.2,818,1.5,15403,28.17,854,1.56,1405,2.57
"925",2010,"Bronx","BX0502","Mount Hope",45279,21661,47.84,23618,52.16,30.1,30520,67.4,585,1.29,12410,27.41,839,1.85,925,2.04
"926",2011,"Bronx","BX0502","Mount Hope",45661,21817,47.78,23844,52.22,30.4,30776,67.4,603,1.32,12502,27.38,836,1.83,944,2.07
"927",2012,"Bronx","BX0502","Mount Hope",46043,21990,47.76,24053,52.24,30.7,31033,67.4,617,1.34,12597,27.36,810,1.76,986,2.14
"928",2013,"Bronx","BX0502","Mount Hope",46425,22163,47.74,24262,52.26,31,31290,67.4,631,1.36,12693,27.34,785,1.69,1026,2.21
"929",2014,"Bronx","BX0502","Mount Hope",46807,22336,47.72,24471,52.28,31.3,31548,67.4,646,1.38,12788,27.32,758,1.62,1067,2.28
"930",2015,"Bronx","BX0502","Mount Hope",47189,22509,47.7,24680,52.3,31.6,31805,67.4,661,1.4,12883,27.3,731,1.55,1109,2.35
"931",2016,"Bronx","BX0502","Mount Hope",47571,22682,47.68,24889,52.32,31.9,32063,67.4,676,1.42,12977,27.28,704,1.48,1151,2.42
"932",2017,"Bronx","BX0502","Mount Hope",47953,22854,47.66,25099,52.34,32.2,32320,67.4,691,1.44,13072,27.26,676,1.41,1194,2.49
"933",2018,"Bronx","BX0502","Mount Hope",48335,23027,47.64,25308,52.36,32.5,32578,67.4,706,1.46,13166,27.24,648,1.34,1237,2.56
"934",2019,"Bronx","BX0502","Mount Hope",48717,23199,47.62,25518,52.38,32.8,32835,67.4,721,1.48,13261,27.22,619,1.27,1281,2.63
"935",2020,"Bronx","BX0502","Mount Hope",49099,23352,47.56,25747,52.44,33.1,33082,67.38,736,1.5,13375,27.24,611,1.24,1295,2.64
"936",2010,"Bronx","BX0503","Fordham Heights",32268,15632,48.44,16636,51.56,28.6,22771,70.57,531,1.65,8026,24.87,400,1.24,540,1.67
"937",2011,"Bronx","BX0503","Fordham Heights",32251,15609,48.4,16642,51.6,29,22827,70.78,516,1.6,7940,24.62,393,1.22,575,1.78
"938",2012,"Bronx","BX0503","Fordham Heights",32234,15601,48.4,16633,51.6,29.5,22873,70.96,516,1.6,7846,24.34,400,1.24,599,1.86
"939",2013,"Bronx","BX0503","Fordham Heights",32217,15593,48.4,16624,51.6,29.9,22919,71.14,515,1.6,7751,24.06,406,1.26,626,1.94
"940",2014,"Bronx","BX0503","Fordham Heights",32200,15585,48.4,16615,51.6,30.3,22965,71.32,515,1.6,7657,23.78,412,1.28,651,2.02
"941",2015,"Bronx","BX0503","Fordham Heights",32183,15577,48.4,16606,51.6,30.8,23011,71.5,515,1.6,7563,23.5,418,1.3,676,2.1
"942",2016,"Bronx","BX0503","Fordham Heights",32167,15569,48.4,16598,51.6,31.2,23057,71.68,515,1.6,7469,23.22,425,1.32,701,2.18
"943",2017,"Bronx","BX0503","Fordham Heights",32150,15561,48.4,16589,51.6,31.6,23103,71.86,514,1.6,7375,22.94,431,1.34,727,2.26
"944",2018,"Bronx","BX0503","Fordham Heights",32133,15552,48.4,16581,51.6,32,23149,72.04,514,1.6,7281,22.66,437,1.36,752,2.34
"945",2019,"Bronx","BX0503","Fordham Heights",32116,15544,48.4,16572,51.6,32.5,23194,72.22,514,1.6,7188,22.38,443,1.38,777,2.42
"946",2020,"Bronx","BX0503","Fordham Heights",32099,15544,48.43,16555,51.57,32.9,23239,72.4,523,1.63,7100,22.12,456,1.42,781,2.43
"947",2010,"Bronx","BX0601","West Farms",18205,8164,44.84,10041,55.16,29,13450,73.88,207,1.14,4178,22.95,133,0.73,237,1.3
"948",2011,"Bronx","BX0601","West Farms",18399,8272,44.96,10127,55.04,29.5,13525,73.51,208,1.13,4250,23.1,136,0.74,280,1.52
"949",2012,"Bronx","BX0601","West Farms",18593,8389,45.12,10204,54.88,30,13595,73.12,216,1.16,4332,23.3,145,0.78,305,1.64
"950",2013,"Bronx","BX0601","West Farms",18788,8507,45.28,10281,54.72,30.6,13665,72.73,224,1.19,4415,23.5,154,0.82,330,1.76
"951",2014,"Bronx","BX0601","West Farms",18982,8625,45.44,10357,54.56,31.1,13732,72.34,232,1.22,4499,23.7,163,0.86,356,1.88
"952",2015,"Bronx","BX0601","West Farms",19176,8744,45.6,10432,54.4,31.6,13797,71.95,240,1.25,4583,23.9,173,0.9,383,2
"953",2016,"Bronx","BX0601","West Farms",19370,8864,45.76,10506,54.24,32.1,13861,71.56,248,1.28,4668,24.1,182,0.94,411,2.12
"954",2017,"Bronx","BX0601","West Farms",19564,8984,45.92,10580,54.08,32.6,13924,71.17,256,1.31,4754,24.3,192,0.98,438,2.24
"955",2018,"Bronx","BX0601","West Farms",19759,9105,46.08,10654,53.92,33.2,13985,70.78,265,1.34,4841,24.5,202,1.02,466,2.36
"956",2019,"Bronx","BX0601","West Farms",19953,9226,46.24,10727,53.76,33.7,14045,70.39,273,1.37,4928,24.7,212,1.06,495,2.48
"957",2020,"Bronx","BX0601","West Farms",20147,9346,46.39,10801,53.61,34.2,14106,70.02,290,1.44,5020,24.92,230,1.14,501,2.49
"958",2010,"Bronx","BX0602","Tremont",30493,14058,46.1,16435,53.9,29.3,19370,63.52,516,1.69,10054,32.97,141,0.46,412,1.35
"959",2011,"Bronx","BX0602","Tremont",30659,14140,46.12,16519,53.88,29.7,19419,63.34,527,1.72,10117,33,156,0.51,440,1.44
"960",2012,"Bronx","BX0602","Tremont",30824,14222,46.14,16602,53.86,30.1,19475,63.18,536,1.74,10172,33,160,0.52,481,1.56
"961",2013,"Bronx","BX0602","Tremont",30990,14305,46.16,16685,53.84,30.5,19530,63.02,545,1.76,10227,33,164,0.53,524,1.69
"962",2014,"Bronx","BX0602","Tremont",31156,14388,46.18,16768,53.82,30.9,19585,62.86,555,1.78,10281,33,168,0.54,567,1.82
"963",2015,"Bronx","BX0602","Tremont",31322,14471,46.2,16851,53.8,31.3,19639,62.7,564,1.8,10336,33,172,0.55,611,1.95
"964",2016,"Bronx","BX0602","Tremont",31487,14553,46.22,16934,53.78,31.7,19692,62.54,573,1.82,10391,33,176,0.56,655,2.08
"965",2017,"Bronx","BX0602","Tremont",31653,14636,46.24,17017,53.76,32.1,19745,62.38,582,1.84,10445,33,180,0.57,701,2.21
"966",2018,"Bronx","BX0602","Tremont",31819,14719,46.26,17100,53.74,32.5,19798,62.22,592,1.86,10500,33,185,0.58,744,2.34
"967",2019,"Bronx","BX0602","Tremont",31984,14802,46.28,17182,53.72,32.9,19849,62.06,601,1.88,10555,33,189,0.59,790,2.47
"968",2020,"Bronx","BX0602","Tremont",32150,14894,46.33,17256,53.67,33.3,19902,61.9,599,1.86,10618,33.03,181,0.56,850,2.64
"969",2010,"Bronx","BX0603","Belmont",34650,16687,48.16,17963,51.84,25.4,20819,60.08,5491,15.85,7206,20.8,655,1.89,479,1.38
"970",2011,"Bronx","BX0603","Belmont",34768,16720,48.09,18048,51.91,25.7,20927,60.19,5403,15.54,7232,20.8,668,1.92,538,1.55
"971",2012,"Bronx","BX0603","Belmont",34885,16738,47.98,18147,52.02,26,21029,60.28,5330,15.28,7256,20.8,677,1.94,593,1.7
"972",2013,"Bronx","BX0603","Belmont",35003,16756,47.87,18247,52.13,26.3,21131,60.37,5257,15.02,7281,20.8,686,1.96,648,1.85
"973",2014,"Bronx","BX0603","Belmont",35120,16773,47.76,18347,52.24,26.6,21234,60.46,5184,14.76,7305,20.8,695,1.98,702,2
"974",2015,"Bronx","BX0603","Belmont",35238,16791,47.65,18447,52.35,26.9,21337,60.55,5110,14.5,7330,20.8,705,2,756,2.15
"975",2016,"Bronx","BX0603","Belmont",35355,16808,47.54,18547,52.46,27.2,21439,60.64,5035,14.24,7354,20.8,714,2.02,813,2.3
"976",2017,"Bronx","BX0603","Belmont",35473,16825,47.43,18648,52.57,27.5,21543,60.73,4959,13.98,7378,20.8,724,2.04,869,2.45
"977",2018,"Bronx","BX0603","Belmont",35590,16841,47.32,18749,52.68,27.8,21646,60.82,4883,13.72,7403,20.8,733,2.06,925,2.6
"978",2019,"Bronx","BX0603","Belmont",35708,16858,47.21,18850,52.79,28.1,21750,60.91,4806,13.46,7427,20.8,743,2.08,982,2.75
"979",2020,"Bronx","BX0603","Belmont",35825,16869,47.09,18956,52.91,28.4,21837,60.95,4732,13.21,7443,20.78,738,2.06,1075,3
"980",2010,"Bronx","BX0701","University Heights (North)-Fordham",44229,20845,47.13,23384,52.87,31.5,31352,70.89,1724,3.9,8224,18.59,2117,4.79,812,1.84
"981",2011,"Bronx","BX0701","University Heights (North)-Fordham",44460,20954,47.13,23506,52.87,31.9,31669,71.23,1734,3.9,8145,18.32,2081,4.68,831,1.87
"982",2012,"Bronx","BX0701","University Heights (North)-Fordham",44691,21076,47.16,23615,52.84,32.3,31981,71.56,1743,3.9,8062,18.04,2038,4.56,867,1.94
"983",2013,"Bronx","BX0701","University Heights (North)-Fordham",44922,21199,47.19,23723,52.81,32.7,32294,71.89,1752,3.9,7978,17.76,1995,4.44,903,2.01
"984",2014,"Bronx","BX0701","University Heights (North)-Fordham",45153,21321,47.22,23832,52.78,33.1,32609,72.22,1761,3.9,7893,17.48,1951,4.32,939,2.08
"985",2015,"Bronx","BX0701","University Heights (North)-Fordham",45384,21444,47.25,23940,52.75,33.6,32926,72.55,1770,3.9,7806,17.2,1906,4.2,976,2.15
"986",2016,"Bronx","BX0701","University Heights (North)-Fordham",45614,21566,47.28,24048,52.72,34,33243,72.88,1779,3.9,7718,16.92,1861,4.08,1013,2.22
"987",2017,"Bronx","BX0701","University Heights (North)-Fordham",45845,21689,47.31,24156,52.69,34.4,33563,73.21,1788,3.9,7629,16.64,1815,3.96,1050,2.29
"988",2018,"Bronx","BX0701","University Heights (North)-Fordham",46076,21812,47.34,24264,52.66,34.8,33884,73.54,1797,3.9,7538,16.36,1769,3.84,1088,2.36
"989",2019,"Bronx","BX0701","University Heights (North)-Fordham",46307,21936,47.37,24371,52.63,35.2,34207,73.87,1806,3.9,7446,16.08,1723,3.72,1125,2.43
"990",2020,"Bronx","BX0701","University Heights (North)-Fordham",46538,22049,47.38,24489,52.62,35.6,34534,74.21,1800,3.87,7348,15.79,1661,3.57,1195,2.57
"991",2010,"Bronx","BX0702","Bedford Park",53330,25315,47.47,28015,52.53,31.4,34788,65.23,4428,8.3,10356,19.42,2612,4.9,1146,2.15
"992",2011,"Bronx","BX0702","Bedford Park",53549,25430,47.49,28119,52.51,31.8,35075,65.5,4332,8.09,10346,19.32,2586,4.83,1210,2.26
"993",2012,"Bronx","BX0702","Bedford Park",53768,25529,47.48,28239,52.52,32.1,35379,65.8,4237,7.88,10345,19.24,2559,4.76,1248,2.32
"994",2013,"Bronx","BX0702","Bedford Park",53987,25628,47.47,28359,52.53,32.5,35685,66.1,4141,7.67,10344,19.16,2532,4.69,1285,2.38
"995",2014,"Bronx","BX0702","Bedford Park",54206,25726,47.46,28480,52.54,32.8,35993,66.4,4044,7.46,10343,19.08,2504,4.62,1322,2.44
"996",2015,"Bronx","BX0702","Bedford Park",54426,25825,47.45,28601,52.55,33.2,36302,66.7,3946,7.25,10341,19,2476,4.55,1361,2.5
"997",2016,"Bronx","BX0702","Bedford Park",54645,25924,47.44,28721,52.56,33.6,36612,67,3847,7.04,10339,18.92,2448,4.48,1399,2.56
"998",2017,"Bronx","BX0702","Bedford Park",54864,26022,47.43,28842,52.57,33.9,36923,67.3,3747,6.83,10336,18.84,2420,4.41,1438,2.62
"999",2018,"Bronx","BX0702","Bedford Park",55083,26120,47.42,28963,52.58,34.3,37236,67.6,3646,6.62,10334,18.76,2391,4.34,1476,2.68
"1000",2019,"Bronx","BX0702","Bedford Park",55302,26219,47.41,29083,52.59,34.6,37550,67.9,3545,6.41,10330,18.68,2361,4.27,1516,2.74
"1001",2020,"Bronx","BX0702","Bedford Park",55521,26295,47.36,29226,52.64,35,37854,68.18,3461,6.23,10310,18.57,2325,4.19,1571,2.83
"1002",2010,"Bronx","BX0703","Norwood",40494,19289,47.63,21205,52.37,31.4,23785,58.74,3998,9.87,7262,17.93,4451,10.99,998,2.46
"1003",2011,"Bronx","BX0703","Norwood",40791,19412,47.59,21379,52.41,31.7,24042,58.94,3924,9.62,7175,17.59,4605,11.29,1045,2.56
"1004",2012,"Bronx","BX0703","Norwood",41088,19550,47.58,21538,52.42,32,24316,59.18,3838,9.34,7100,17.28,4758,11.58,1076,2.62
"1005",2013,"Bronx","BX0703","Norwood",41386,19687,47.57,21699,52.43,32.2,24592,59.42,3750,9.06,7023,16.97,4913,11.87,1108,2.68
"1006",2014,"Bronx","BX0703","Norwood",41683,19824,47.56,21859,52.44,32.5,24868,59.66,3660,8.78,6944,16.66,5069,12.16,1142,2.74
"1007",2015,"Bronx","BX0703","Norwood",41980,19961,47.55,22019,52.45,32.8,25146,59.9,3568,8.5,6864,16.35,5227,12.45,1175,2.8
"1008",2016,"Bronx","BX0703","Norwood",42277,20098,47.54,22179,52.46,33.1,25425,60.14,3475,8.22,6781,16.04,5386,12.74,1210,2.86
"1009",2017,"Bronx","BX0703","Norwood",42574,20235,47.53,22339,52.47,33.4,25706,60.38,3380,7.94,6697,15.73,5547,13.03,1244,2.92
"1010",2018,"Bronx","BX0703","Norwood",42872,20373,47.52,22499,52.48,33.6,25989,60.62,3284,7.66,6611,15.42,5711,13.32,1277,2.98
"1011",2019,"Bronx","BX0703","Norwood",43169,20510,47.51,22659,52.49,33.9,26273,60.86,3186,7.38,6523,15.11,5875,13.61,1312,3.04
"1012",2020,"Bronx","BX0703","Norwood",43466,20656,47.52,22810,52.48,34.2,26570,61.13,3093,7.12,6437,14.81,6049,13.92,1317,3.03
"1013",2010,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",34844,15993,45.9,18851,54.1,34.7,23000,66.01,4887,14.03,4698,13.48,1687,4.84,572,1.64
"1014",2011,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",34937,16043,45.92,18894,54.08,35,23244,66.53,4769,13.65,4664,13.35,1635,4.68,625,1.79
"1015",2012,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35031,16093,45.94,18938,54.06,35.3,23492,67.06,4659,13.3,4624,13.2,1597,4.56,659,1.88
"1016",2013,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35124,16143,45.96,18981,54.04,35.6,23740,67.59,4549,12.95,4584,13.05,1560,4.44,691,1.97
"1017",2014,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35217,16193,45.98,19024,54.02,35.9,23990,68.12,4437,12.6,4543,12.9,1521,4.32,726,2.06
"1018",2015,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35310,16243,46,19067,54,36.1,24240,68.65,4325,12.25,4502,12.75,1483,4.2,760,2.15
"1019",2016,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35404,16293,46.02,19111,53.98,36.4,24492,69.18,4213,11.9,4461,12.6,1444,4.08,794,2.24
"1020",2017,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35497,16343,46.04,19154,53.96,36.7,24745,69.71,4100,11.55,4419,12.45,1406,3.96,827,2.33
"1021",2018,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35590,16393,46.06,19197,53.94,37,24998,70.24,3986,11.2,4378,12.3,1367,3.84,861,2.42
"1022",2019,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35684,16443,46.08,19241,53.92,37.3,25254,70.77,3872,10.85,4336,12.15,1327,3.72,895,2.51
"1023",2020,"Bronx","BX0801","Kingsbridge Heights-Van Cortlandt Village",35777,16500,46.12,19277,53.88,37.6,25505,71.29,3741,10.46,4284,11.97,1287,3.6,960,2.68
"1024",2010,"Bronx","BX0802","Kingsbridge-Marble Hill",22599,10235,45.29,12364,54.71,35.2,13562,60.01,4288,18.97,3402,15.05,963,4.26,384,1.7
"1025",2011,"Bronx","BX0802","Kingsbridge-Marble Hill",22620,10238,45.26,12382,54.74,35.4,13678,60.47,4221,18.66,3359,14.85,966,4.27,396,1.75
"1026",2012,"Bronx","BX0802","Kingsbridge-Marble Hill",22641,10238,45.22,12403,54.78,35.5,13797,60.94,4148,18.32,3306,14.6,960,4.24,430,1.9
"1027",2013,"Bronx","BX0802","Kingsbridge-Marble Hill",22661,10238,45.18,12423,54.82,35.7,13916,61.41,4074,17.98,3252,14.35,954,4.21,465,2.05
"1028",2014,"Bronx","BX0802","Kingsbridge-Marble Hill",22682,10239,45.14,12443,54.86,35.9,14036,61.88,4001,17.64,3198,14.1,948,4.18,499,2.2
"1029",2015,"Bronx","BX0802","Kingsbridge-Marble Hill",22703,10239,45.1,12464,54.9,36.1,14155,62.35,3928,17.3,3144,13.85,942,4.15,534,2.35
"1030",2016,"Bronx","BX0802","Kingsbridge-Marble Hill",22724,10239,45.06,12485,54.94,36.2,14275,62.82,3854,16.96,3090,13.6,936,4.12,569,2.5
"1031",2017,"Bronx","BX0802","Kingsbridge-Marble Hill",22745,10240,45.02,12505,54.98,36.4,14395,63.29,3780,16.62,3036,13.35,930,4.09,604,2.66
"1032",2018,"Bronx","BX0802","Kingsbridge-Marble Hill",22765,10240,44.98,12525,55.02,36.6,14515,63.76,3706,16.28,2982,13.1,924,4.06,638,2.8
"1033",2019,"Bronx","BX0802","Kingsbridge-Marble Hill",22786,10240,44.94,12546,55.06,36.7,14635,64.23,3632,15.94,2928,12.85,918,4.03,673,2.95
"1034",2020,"Bronx","BX0802","Kingsbridge-Marble Hill",22807,10240,44.9,12567,55.1,36.9,14757,64.7,3561,15.61,2872,12.59,923,4.05,694,3.04
"1035",2010,"Bronx","BX0803","Riverdale-Spuyten Duyvil",43885,19482,44.39,24403,55.61,46.1,7442,16.96,29846,68.01,3307,7.54,2330,5.31,960,2.19
"1036",2011,"Bronx","BX0803","Riverdale-Spuyten Duyvil",44289,19731,44.55,24558,55.45,46.1,7870,17.77,29567,66.76,3366,7.6,2400,5.42,1086,2.45
"1037",2012,"Bronx","BX0803","Riverdale-Spuyten Duyvil",44693,19978,44.7,24715,55.3,46,8286,18.54,29283,65.52,3441,7.7,2476,5.54,1207,2.7
"1038",2013,"Bronx","BX0803","Riverdale-Spuyten Duyvil",45098,20226,44.85,24872,55.15,46,8708,19.31,28989,64.28,3518,7.8,2553,5.66,1330,2.95
"1039",2014,"Bronx","BX0803","Riverdale-Spuyten Duyvil",45502,20476,45,25026,55,45.9,9137,20.08,28684,63.04,3595,7.9,2630,5.78,1456,3.2
"1040",2015,"Bronx","BX0803","Riverdale-Spuyten Duyvil",45906,20727,45.15,25179,54.85,45.9,9571,20.85,28370,61.8,3672,8,2708,5.9,1585,3.45
"1041",2016,"Bronx","BX0803","Riverdale-Spuyten Duyvil",46310,20978,45.3,25332,54.7,45.9,10012,21.62,28045,60.56,3751,8.1,2788,6.02,1714,3.7
"1042",2017,"Bronx","BX0803","Riverdale-Spuyten Duyvil",46714,21232,45.45,25482,54.55,45.8,10459,22.39,27711,59.32,3831,8.2,2868,6.14,1845,3.95
"1043",2018,"Bronx","BX0803","Riverdale-Spuyten Duyvil",47119,21486,45.6,25633,54.4,45.8,10913,23.16,27367,58.08,3911,8.3,2950,6.26,1978,4.2
"1044",2019,"Bronx","BX0803","Riverdale-Spuyten Duyvil",47523,21742,45.75,25781,54.25,45.7,11372,23.93,27012,56.84,3992,8.4,3032,6.38,2115,4.45
"1045",2020,"Bronx","BX0803","Riverdale-Spuyten Duyvil",47927,22002,45.91,25925,54.09,45.7,11840,24.7,26666,55.64,4074,8.5,3092,6.45,2255,4.71
"1046",2010,"Bronx","BX0901","Soundview-Bruckner-Bronx River",69379,33003,47.57,36376,52.43,31.6,43199,62.27,1402,2.02,20546,29.61,1954,2.82,2278,3.28
"1047",2011,"Bronx","BX0901","Soundview-Bruckner-Bronx River",69875,33254,47.59,36621,52.41,31.8,43525,62.29,1411,2.02,20390,29.18,2166,3.1,2383,3.41
"1048",2012,"Bronx","BX0901","Soundview-Bruckner-Bronx River",70372,33483,47.58,36889,52.42,32.1,43828,62.28,1436,2.04,20239,28.76,2393,3.4,2476,3.52
"1049",2013,"Bronx","BX0901","Soundview-Bruckner-Bronx River",70868,33712,47.57,37156,52.43,32.3,44130,62.27,1460,2.06,20084,28.34,2622,3.7,2572,3.63
"1050",2014,"Bronx","BX0901","Soundview-Bruckner-Bronx River",71364,33941,47.56,37423,52.44,32.6,44431,62.26,1484,2.08,19925,27.92,2855,4,2669,3.74
"1051",2015,"Bronx","BX0901","Soundview-Bruckner-Bronx River",71861,34170,47.55,37691,52.45,32.8,44733,62.25,1509,2.1,19762,27.5,3090,4.3,2767,3.85
"1052",2016,"Bronx","BX0901","Soundview-Bruckner-Bronx River",72357,34399,47.54,37958,52.46,33,45035,62.24,1534,2.12,19594,27.08,3328,4.6,2866,3.96
"1053",2017,"Bronx","BX0901","Soundview-Bruckner-Bronx River",72853,34627,47.53,38226,52.47,33.3,45336,62.23,1559,2.14,19423,26.66,3570,4.9,2965,4.07
"1054",2018,"Bronx","BX0901","Soundview-Bruckner-Bronx River",73349,34855,47.52,38494,52.48,33.5,45638,62.22,1584,2.16,19247,26.24,3814,5.2,3066,4.18
"1055",2019,"Bronx","BX0901","Soundview-Bruckner-Bronx River",73846,35084,47.51,38762,52.49,33.8,45940,62.21,1610,2.18,19067,25.82,4062,5.5,3167,4.29
"1056",2020,"Bronx","BX0901","Soundview-Bruckner-Bronx River",74342,35295,47.48,39047,52.52,34,46244,62.2,1610,2.17,18855,25.36,4293,5.77,3340,4.49
"1057",2010,"Bronx","BX0902","Soundview-Clason Point",34173,15324,44.84,18849,55.16,33.5,21212,62.07,763,2.23,11159,32.65,409,1.2,630,1.84
"1058",2011,"Bronx","BX0902","Soundview-Clason Point",34485,15446,44.79,19039,55.21,33.8,21426,62.13,759,2.2,11180,32.42,445,1.29,675,1.96
"1059",2012,"Bronx","BX0902","Soundview-Clason Point",34798,15583,44.78,19215,55.22,34.1,21630,62.16,766,2.2,11184,32.14,480,1.38,738,2.12
"1060",2013,"Bronx","BX0902","Soundview-Clason Point",35110,15719,44.77,19391,55.23,34.5,21835,62.19,772,2.2,11186,31.86,516,1.47,801,2.28
"1061",2014,"Bronx","BX0902","Soundview-Clason Point",35423,15855,44.76,19568,55.24,34.8,22040,62.22,779,2.2,11187,31.58,553,1.56,864,2.44
"1062",2015,"Bronx","BX0902","Soundview-Clason Point",35735,15991,44.75,19744,55.25,35.1,22245,62.25,786,2.2,11185,31.3,590,1.65,929,2.6
"1063",2016,"Bronx","BX0902","Soundview-Clason Point",36047,16127,44.74,19920,55.26,35.4,22450,62.28,793,2.2,11182,31.02,627,1.74,995,2.76
"1064",2017,"Bronx","BX0902","Soundview-Clason Point",36360,16264,44.73,20096,55.27,35.7,22656,62.31,800,2.2,11177,30.74,665,1.83,1062,2.92
"1065",2018,"Bronx","BX0902","Soundview-Clason Point",36672,16400,44.72,20272,55.28,36.1,22861,62.34,807,2.2,11170,30.46,704,1.92,1130,3.08
"1066",2019,"Bronx","BX0902","Soundview-Clason Point",36985,16536,44.71,20449,55.29,36.4,23068,62.37,814,2.2,11162,30.18,743,2.01,1198,3.24
"1067",2020,"Bronx","BX0902","Soundview-Clason Point",37297,16683,44.73,20614,55.27,36.7,23287,62.44,806,2.16,11140,29.87,769,2.06,1295,3.47
"1068",2010,"Bronx","BX0903","Castle Hill-Unionport",37252,17367,46.62,19885,53.38,33.3,22584,60.62,1345,3.61,8351,22.42,3614,9.7,1358,3.65
"1069",2011,"Bronx","BX0903","Castle Hill-Unionport",37669,17584,46.68,20085,53.32,33.5,22575,59.93,1349,3.58,8366,22.21,3944,10.47,1435,3.81
"1070",2012,"Bronx","BX0903","Castle Hill-Unionport",38086,17809,46.76,20277,53.24,33.7,22570,59.26,1356,3.56,8387,22.02,4281,11.24,1492,3.92
"1071",2013,"Bronx","BX0903","Castle Hill-Unionport",38502,18034,46.84,20468,53.16,34,22558,58.59,1363,3.54,8405,21.83,4624,12.01,1552,4.03
"1072",2014,"Bronx","BX0903","Castle Hill-Unionport",38919,18261,46.92,20658,53.08,34.2,22542,57.92,1370,3.52,8422,21.64,4974,12.78,1611,4.14
"1073",2015,"Bronx","BX0903","Castle Hill-Unionport",39336,18488,47,20848,53,34.4,22520,57.25,1377,3.5,8438,21.45,5330,13.55,1671,4.25
"1074",2016,"Bronx","BX0903","Castle Hill-Unionport",39753,18716,47.08,21037,52.92,34.6,22492,56.58,1383,3.48,8451,21.26,5693,14.32,1734,4.36
"1075",2017,"Bronx","BX0903","Castle Hill-Unionport",40170,18944,47.16,21226,52.84,34.8,22459,55.91,1390,3.46,8464,21.07,6062,15.09,1795,4.47
"1076",2018,"Bronx","BX0903","Castle Hill-Unionport",40586,19173,47.24,21413,52.76,35.1,22420,55.24,1396,3.44,8474,20.88,6437,15.86,1859,4.58
"1077",2019,"Bronx","BX0903","Castle Hill-Unionport",41003,19403,47.32,21600,52.68,35.3,22375,54.57,1402,3.42,8484,20.69,6819,16.63,1923,4.69
"1078",2020,"Bronx","BX0903","Castle Hill-Unionport",41420,19618,47.36,21802,52.64,35.5,22307,53.86,1405,3.39,8481,20.48,7200,17.38,2027,4.89
"1079",2010,"Bronx","BX0904","Parkchester",29821,13613,45.65,16208,54.35,36.5,11364,38.11,1105,3.71,12765,42.81,3721,12.48,866,2.9
"1080",2011,"Bronx","BX0904","Parkchester",30199,13789,45.66,16410,54.34,36.8,11352,37.59,1087,3.6,12693,42.03,4164,13.79,903,2.99
"1081",2012,"Bronx","BX0904","Parkchester",30577,13980,45.72,16597,54.28,37.1,11338,37.08,1070,3.5,12616,41.26,4611,15.08,942,3.08
"1082",2013,"Bronx","BX0904","Parkchester",30955,14171,45.78,16784,54.22,37.4,11320,36.57,1052,3.4,12534,40.49,5067,16.37,982,3.17
"1083",2014,"Bronx","BX0904","Parkchester",31333,14363,45.84,16970,54.16,37.7,11299,36.06,1034,3.3,12445,39.72,5533,17.66,1022,3.26
"1084",2015,"Bronx","BX0904","Parkchester",31712,14556,45.9,17156,54.1,37.9,11274,35.55,1015,3.2,12352,38.95,6009,18.95,1062,3.35
"1085",2016,"Bronx","BX0904","Parkchester",32090,14749,45.96,17341,54.04,38.2,11244,35.04,995,3.1,12252,38.18,6495,20.24,1104,3.44
"1086",2017,"Bronx","BX0904","Parkchester",32468,14942,46.02,17526,53.98,38.5,11211,34.53,974,3,12146,37.41,6990,21.53,1147,3.53
