"","Year","Borough","GeoID","Name","Pop1","Male","MaleP","Fem","FemP","MdAge","Hsp1","Hsp1P","WNH","WNHP","BNH","BNHP","ANH","ANHP","OthNH","OthNHP"
"2110",2018,"Queens","QN0707","Flushing-Willets Point",68399,32106,46.94,36293,53.06,44.3,8974,13.12,3789,5.54,2189,3.2,52188,76.3,1259,1.84
"2111",2019,"Queens","QN0707","Flushing-Willets Point",69139,32440,46.92,36699,53.08,44.7,8926,12.91,3644,5.27,2178,3.15,53168,76.9,1223,1.77
"2112",2020,"Queens","QN0707","Flushing-Willets Point",69879,32776,46.9,37103,53.1,45,8891,12.72,3466,4.96,2176,3.11,54191,77.55,1155,1.65
"2113",2010,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2114",2011,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2115",2012,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2116",2013,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2117",2014,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2118",2015,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2119",2016,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2120",2017,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2121",2018,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2122",2019,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2123",2020,"Queens","QN0761","Fort Totten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2124",2010,"Queens","QN0791","Kissena Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2125",2011,"Queens","QN0791","Kissena Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2126",2012,"Queens","QN0791","Kissena Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2127",2013,"Queens","QN0791","Kissena Park",1,0,0,1,100,18,0,0,0,0,0,0,0,0,1,100
"2128",2014,"Queens","QN0791","Kissena Park",1,0,0,1,100,18,0,0,0,0,0,0,0,0,1,100
"2129",2015,"Queens","QN0791","Kissena Park",1,0,0,1,100,18,0,0,0,0,0,0,0,0,1,100
"2130",2016,"Queens","QN0791","Kissena Park",1,1,100,0,0,18,0,0,0,0,0,0,0,0,1,100
"2131",2017,"Queens","QN0791","Kissena Park",1,1,100,0,0,18,0,0,0,0,0,0,0,0,1,100
"2132",2018,"Queens","QN0791","Kissena Park",2,2,100,0,0,20,0,0,0,0,0,0,1,50,1,50
"2133",2019,"Queens","QN0791","Kissena Park",2,2,100,0,0,22.5,0,0,0,0,0,0,1,50,1,50
"2134",2020,"Queens","QN0791","Kissena Park",2,2,100,0,0,25,0,0,0,0,0,0,1,50,1,50
"2135",2010,"Queens","QN0801","Kew Gardens Hills",34278,16583,48.38,17695,51.62,33.7,4960,14.47,19630,57.27,2305,6.72,6160,17.97,1223,3.57
"2136",2011,"Queens","QN0801","Kew Gardens Hills",34451,16657,48.35,17794,51.65,34,4992,14.49,19417,56.36,2291,6.65,6511,18.9,1240,3.6
"2137",2012,"Queens","QN0801","Kew Gardens Hills",34624,16723,48.3,17901,51.7,34.3,5014,14.48,19189,55.42,2285,6.6,6856,19.8,1280,3.7
"2138",2013,"Queens","QN0801","Kew Gardens Hills",34797,16790,48.25,18007,51.75,34.5,5035,14.47,18957,54.48,2279,6.55,7203,20.7,1323,3.8
"2139",2014,"Queens","QN0801","Kew Gardens Hills",34970,16856,48.2,18114,51.8,34.8,5057,14.46,18723,53.54,2273,6.5,7554,21.6,1363,3.9
"2140",2015,"Queens","QN0801","Kew Gardens Hills",35144,16922,48.15,18222,51.85,35.1,5078,14.45,18486,52.6,2267,6.45,7907,22.5,1406,4
"2141",2016,"Queens","QN0801","Kew Gardens Hills",35317,16987,48.1,18330,51.9,35.4,5100,14.44,18245,51.66,2260,6.4,8264,23.4,1448,4.1
"2142",2017,"Queens","QN0801","Kew Gardens Hills",35490,17053,48.05,18437,51.95,35.7,5121,14.43,18001,50.72,2254,6.35,8624,24.3,1490,4.2
"2143",2018,"Queens","QN0801","Kew Gardens Hills",35663,17118,48,18545,52,35.9,5143,14.42,17753,49.78,2247,6.3,8987,25.2,1533,4.3
"2144",2019,"Queens","QN0801","Kew Gardens Hills",35836,17183,47.95,18653,52.05,36.2,5164,14.41,17502,48.84,2240,6.25,9353,26.1,1577,4.4
"2145",2020,"Queens","QN0801","Kew Gardens Hills",36009,17259,47.93,18750,52.07,36.5,5180,14.39,17243,47.89,2247,6.24,9706,26.95,1633,4.53
"2146",2010,"Queens","QN0802","Pomonok-Electchester-Hillcrest",33704,15769,46.79,17935,53.21,36.4,6184,18.35,11165,33.13,4915,14.58,10310,30.59,1130,3.35
"2147",2011,"Queens","QN0802","Pomonok-Electchester-Hillcrest",33900,15879,46.84,18021,53.16,36.4,6343,18.71,10960,32.33,4919,14.51,10482,30.92,1196,3.53
"2148",2012,"Queens","QN0802","Pomonok-Electchester-Hillcrest",34097,15985,46.88,18112,53.12,36.5,6519,19.12,10761,31.56,4917,14.42,10652,31.24,1248,3.66
"2149",2013,"Queens","QN0802","Pomonok-Electchester-Hillcrest",34294,16091,46.92,18203,53.08,36.5,6698,19.53,10559,30.79,4914,14.33,10823,31.56,1300,3.79
"2150",2014,"Queens","QN0802","Pomonok-Electchester-Hillcrest",34490,16197,46.96,18293,53.04,36.6,6877,19.94,10354,30.02,4911,14.24,10995,31.88,1353,3.92
"2151",2015,"Queens","QN0802","Pomonok-Electchester-Hillcrest",34686,16302,47,18384,53,36.6,7059,20.35,10146,29.25,4908,14.15,11169,32.2,1404,4.05
"2152",2016,"Queens","QN0802","Pomonok-Electchester-Hillcrest",34883,16409,47.04,18474,52.96,36.6,7242,20.76,9935,28.48,4905,14.06,11344,32.52,1457,4.18
"2153",2017,"Queens","QN0802","Pomonok-Electchester-Hillcrest",35080,16516,47.08,18564,52.92,36.7,7426,21.17,9721,27.71,4901,13.97,11520,32.84,1512,4.31
"2154",2018,"Queens","QN0802","Pomonok-Electchester-Hillcrest",35276,16622,47.12,18654,52.88,36.7,7613,21.58,9503,26.94,4896,13.88,11698,33.16,1566,4.44
"2155",2019,"Queens","QN0802","Pomonok-Electchester-Hillcrest",35473,16729,47.16,18744,52.84,36.8,7801,21.99,9283,26.17,4892,13.79,11876,33.48,1621,4.57
"2156",2020,"Queens","QN0802","Pomonok-Electchester-Hillcrest",35669,16842,47.22,18827,52.78,36.8,7978,22.37,9055,25.39,4898,13.73,12061,33.81,1677,4.7
"2157",2010,"Queens","QN0803","Fresh Meadows-Utopia",21345,10057,47.12,11288,52.88,40.4,2151,10.08,7171,33.6,1394,6.53,10105,47.34,524,2.45
"2158",2011,"Queens","QN0803","Fresh Meadows-Utopia",21554,10165,47.16,11389,52.84,40.4,2233,10.36,7068,32.79,1388,6.44,10309,47.83,556,2.58
"2159",2012,"Queens","QN0803","Fresh Meadows-Utopia",21763,10276,47.22,11487,52.78,40.5,2311,10.62,6960,31.98,1388,6.38,10525,48.36,579,2.66
"2160",2013,"Queens","QN0803","Fresh Meadows-Utopia",21972,10388,47.28,11584,52.72,40.5,2391,10.88,6849,31.17,1389,6.32,10742,48.89,601,2.74
"2161",2014,"Queens","QN0803","Fresh Meadows-Utopia",22181,10500,47.34,11681,52.66,40.6,2471,11.14,6734,30.36,1389,6.26,10962,49.42,625,2.82
"2162",2015,"Queens","QN0803","Fresh Meadows-Utopia",22390,10613,47.4,11777,52.6,40.6,2552,11.4,6616,29.55,1388,6.2,11184,49.95,650,2.9
"2163",2016,"Queens","QN0803","Fresh Meadows-Utopia",22598,10725,47.46,11873,52.54,40.7,2635,11.66,6495,28.74,1388,6.14,11407,50.48,673,2.98
"2164",2017,"Queens","QN0803","Fresh Meadows-Utopia",22807,10838,47.52,11969,52.48,40.8,2719,11.92,6370,27.93,1387,6.08,11634,51.01,697,3.06
"2165",2018,"Queens","QN0803","Fresh Meadows-Utopia",23016,10951,47.58,12065,52.42,40.8,2803,12.18,6242,27.12,1386,6.02,11862,51.54,723,3.14
"2166",2019,"Queens","QN0803","Fresh Meadows-Utopia",23225,11064,47.64,12161,52.36,40.9,2889,12.44,6110,26.31,1384,5.96,12093,52.07,749,3.22
"2167",2020,"Queens","QN0803","Fresh Meadows-Utopia",23434,11188,47.74,12246,52.26,40.9,2973,12.69,5970,25.48,1374,5.86,12319,52.57,798,3.41
"2168",2010,"Queens","QN0804","Jamaica Estates-Holliswood",22170,10314,46.52,11856,53.48,41.6,3217,14.51,6213,28.02,6023,27.17,5513,24.87,1204,5.43
"2169",2011,"Queens","QN0804","Jamaica Estates-Holliswood",22311,10384,46.54,11927,53.46,41.7,3242,14.53,6129,27.47,5997,26.88,5696,25.53,1247,5.59
"2170",2012,"Queens","QN0804","Jamaica Estates-Holliswood",22451,10458,46.58,11993,53.42,41.8,3269,14.56,6048,26.94,5963,26.56,5873,26.16,1298,5.78
"2171",2013,"Queens","QN0804","Jamaica Estates-Holliswood",22592,10532,46.62,12060,53.38,42,3296,14.59,5967,26.41,5928,26.24,6052,26.79,1349,5.97
"2172",2014,"Queens","QN0804","Jamaica Estates-Holliswood",22732,10607,46.66,12125,53.34,42.1,3323,14.62,5883,25.88,5892,25.92,6233,27.42,1401,6.16
"2173",2015,"Queens","QN0804","Jamaica Estates-Holliswood",22873,10682,46.7,12191,53.3,42.2,3351,14.65,5798,25.35,5855,25.6,6416,28.05,1453,6.35
"2174",2016,"Queens","QN0804","Jamaica Estates-Holliswood",23014,10757,46.74,12257,53.26,42.3,3378,14.68,5712,24.82,5818,25.28,6600,28.68,1506,6.54
"2175",2017,"Queens","QN0804","Jamaica Estates-Holliswood",23154,10831,46.78,12323,53.22,42.4,3406,14.71,5624,24.29,5779,24.96,6786,29.31,1559,6.73
"2176",2018,"Queens","QN0804","Jamaica Estates-Holliswood",23295,10907,46.82,12388,53.18,42.6,3434,14.74,5535,23.76,5740,24.64,6975,29.94,1611,6.92
"2177",2019,"Queens","QN0804","Jamaica Estates-Holliswood",23435,10982,46.86,12453,53.14,42.7,3461,14.77,5444,23.23,5699,24.32,7164,30.57,1667,7.11
"2178",2020,"Queens","QN0804","Jamaica Estates-Holliswood",23576,11057,46.9,12519,53.1,42.8,3495,14.82,5357,22.72,5652,23.97,7345,31.15,1727,7.33
"2179",2010,"Queens","QN0805","Jamaica Hills-Briarwood",36500,17875,48.97,18625,51.03,36.9,8699,23.83,8177,22.4,4239,11.61,13044,35.74,2341,6.41
"2180",2011,"Queens","QN0805","Jamaica Hills-Briarwood",36779,18011,48.97,18768,51.03,37.1,8753,23.8,8014,21.79,4244,11.54,13373,36.36,2395,6.51
"2181",2012,"Queens","QN0805","Jamaica Hills-Briarwood",37058,18136,48.94,18922,51.06,37.3,8820,23.8,7849,21.18,4254,11.48,13719,37.02,2416,6.52
"2182",2013,"Queens","QN0805","Jamaica Hills-Briarwood",37338,18262,48.91,19076,51.09,37.5,8886,23.8,7680,20.57,4264,11.42,14069,37.68,2439,6.53
"2183",2014,"Queens","QN0805","Jamaica Hills-Briarwood",37617,18387,48.88,19230,51.12,37.7,8953,23.8,7508,19.96,4273,11.36,14422,38.34,2461,6.54
"2184",2015,"Queens","QN0805","Jamaica Hills-Briarwood",37896,18512,48.85,19384,51.15,38,9019,23.8,7333,19.35,4282,11.3,14779,39,2483,6.55
"2185",2016,"Queens","QN0805","Jamaica Hills-Briarwood",38175,18637,48.82,19538,51.18,38.2,9086,23.8,7154,18.74,4291,11.24,15140,39.66,2504,6.56
"2186",2017,"Queens","QN0805","Jamaica Hills-Briarwood",38454,18762,48.79,19692,51.21,38.4,9152,23.8,6972,18.13,4299,11.18,15505,40.32,2526,6.57
"2187",2018,"Queens","QN0805","Jamaica Hills-Briarwood",38734,18887,48.76,19847,51.24,38.6,9219,23.8,6786,17.52,4307,11.12,15873,40.98,2549,6.58
"2188",2019,"Queens","QN0805","Jamaica Hills-Briarwood",39013,19011,48.73,20002,51.27,38.8,9285,23.8,6597,16.91,4315,11.06,16245,41.64,2571,6.59
"2189",2020,"Queens","QN0805","Jamaica Hills-Briarwood",39292,19137,48.7,20155,51.3,39,9356,23.81,6413,16.32,4303,10.95,16609,42.27,2611,6.65
"2190",2010,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,82.5,1,100,0,0,0,0,0,0,0,0
"2191",2011,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,80.9,1,100,0,0,0,0,0,0,0,0
"2192",2012,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,79.2,1,100,0,0,0,0,0,0,0,0
"2193",2013,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,77.6,1,100,0,0,0,0,0,0,0,0
"2194",2014,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,75.9,1,100,0,0,0,0,0,0,0,0
"2195",2015,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,74.2,0,0,0,0,0,0,0,0,1,100
"2196",2016,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,72.6,0,0,0,0,0,0,0,0,1,100
"2197",2017,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,70.9,0,0,0,0,0,0,0,0,1,100
"2198",2018,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,69.3,0,0,0,0,0,0,0,0,1,100
"2199",2019,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,67.7,0,0,0,0,0,0,0,0,1,100
"2200",2020,"Queens","QN0871","Mount Hebron & Cedar Grove Cemeteries",1,1,100,0,0,66,0,0,0,0,0,0,0,0,1,100
"2201",2010,"Queens","QN0891","Cunningham Park",73,35,47.95,38,52.05,51,4,5.48,55,75.34,2,2.74,12,16.44,0,0
"2202",2011,"Queens","QN0891","Cunningham Park",66,34,51.52,32,48.48,50.3,5,7.58,45,68.18,4,6.06,12,18.18,0,0
"2203",2012,"Queens","QN0891","Cunningham Park",59,32,54.24,27,45.76,49.5,5,8.47,36,61.02,6,10.17,12,20.34,0,0
"2204",2013,"Queens","QN0891","Cunningham Park",53,30,56.6,23,43.4,48.8,5,9.43,28,52.83,7,13.21,12,22.64,1,1.89
"2205",2014,"Queens","QN0891","Cunningham Park",46,28,60.87,18,39.13,48.1,5,10.87,21,45.65,8,17.39,12,26.09,0,0
"2206",2015,"Queens","QN0891","Cunningham Park",39,25,64.1,14,35.9,47.4,5,12.82,15,38.46,8,20.51,11,28.21,0,0
"2207",2016,"Queens","QN0891","Cunningham Park",32,21,65.62,11,34.38,46.6,5,15.62,10,31.25,8,25,10,31.25,-1,-3.12
"2208",2017,"Queens","QN0891","Cunningham Park",25,18,72,7,28,45.9,4,16,6,24,7,28,8,32,0,0
"2209",2018,"Queens","QN0891","Cunningham Park",19,14,73.68,5,26.32,45.2,3,15.79,3,15.79,6,31.58,7,36.84,0,0
"2210",2019,"Queens","QN0891","Cunningham Park",12,9,75,3,25,44.4,2,16.67,1,8.33,4,33.33,5,41.67,0,0
"2211",2020,"Queens","QN0891","Cunningham Park",5,4,80,1,20,43.7,1,20,0,0,2,40,2,40,0,0
"2212",2010,"Queens","QN0901","Kew Gardens",23278,11201,48.12,12077,51.88,38.4,5651,24.28,11478,49.31,1515,6.51,3628,15.59,1006,4.32
"2213",2011,"Queens","QN0901","Kew Gardens",23387,11254,48.12,12133,51.88,38.6,5751,24.59,11312,48.37,1551,6.63,3712,15.87,1061,4.54
"2214",2012,"Queens","QN0901","Kew Gardens",23497,11311,48.14,12186,51.86,38.8,5846,24.88,11147,47.44,1588,6.76,3792,16.14,1124,4.78
"2215",2013,"Queens","QN0901","Kew Gardens",23606,11369,48.16,12237,51.84,39.1,5942,25.17,10979,46.51,1626,6.89,3874,16.41,1185,5.02
"2216",2014,"Queens","QN0901","Kew Gardens",23715,11426,48.18,12289,51.82,39.3,6038,25.46,10809,45.58,1665,7.02,3956,16.68,1247,5.26
"2217",2015,"Queens","QN0901","Kew Gardens",23824,11483,48.2,12341,51.8,39.5,6135,25.75,10637,44.65,1703,7.15,4038,16.95,1311,5.5
"2218",2016,"Queens","QN0901","Kew Gardens",23934,11541,48.22,12393,51.78,39.7,6232,26.04,10464,43.72,1742,7.28,4121,17.22,1375,5.74
"2219",2017,"Queens","QN0901","Kew Gardens",24043,11598,48.24,12445,51.76,39.9,6331,26.33,10288,42.79,1782,7.41,4205,17.49,1437,5.98
"2220",2018,"Queens","QN0901","Kew Gardens",24152,11656,48.26,12496,51.74,40.2,6429,26.62,10110,41.86,1821,7.54,4289,17.76,1503,6.22
"2221",2019,"Queens","QN0901","Kew Gardens",24262,11714,48.28,12548,51.72,40.4,6529,26.91,9930,40.93,1861,7.67,4374,18.03,1568,6.46
"2222",2020,"Queens","QN0901","Kew Gardens",24371,11776,48.32,12595,51.68,40.6,6628,27.2,9744,39.98,1896,7.78,4464,18.32,1639,6.73
"2223",2010,"Queens","QN0902","Richmond Hill",32951,16537,50.19,16414,49.81,33.9,14635,44.41,5052,15.33,2988,9.07,7161,21.73,3115,9.45
"2224",2011,"Queens","QN0902","Richmond Hill",33066,16583,50.15,16483,49.85,34.2,14741,44.58,4940,14.94,2963,8.96,7202,21.78,3220,9.74
"2225",2012,"Queens","QN0902","Richmond Hill",33181,16624,50.1,16557,49.9,34.5,14852,44.76,4838,14.58,2927,8.82,7253,21.86,3311,9.98
"2226",2013,"Queens","QN0902","Richmond Hill",33296,16665,50.05,16631,49.95,34.8,14963,44.94,4735,14.22,2890,8.68,7305,21.94,3403,10.22
"2227",2014,"Queens","QN0902","Richmond Hill",33411,16706,50,16705,50,35.1,15075,45.12,4631,13.86,2853,8.54,7357,22.02,3495,10.46
"2228",2015,"Queens","QN0902","Richmond Hill",33526,16746,49.95,16780,50.05,35.4,15187,45.3,4526,13.5,2816,8.4,7409,22.1,3588,10.7
"2229",2016,"Queens","QN0902","Richmond Hill",33640,16786,49.9,16854,50.1,35.8,15299,45.48,4420,13.14,2779,8.26,7461,22.18,3681,10.94
"2230",2017,"Queens","QN0902","Richmond Hill",33755,16827,49.85,16928,50.15,36.1,15413,45.66,4314,12.78,2741,8.12,7514,22.26,3773,11.18
"2231",2018,"Queens","QN0902","Richmond Hill",33870,16867,49.8,17003,50.2,36.4,15526,45.84,4207,12.42,2703,7.98,7567,22.34,3867,11.42
"2232",2019,"Queens","QN0902","Richmond Hill",33985,16908,49.75,17077,50.25,36.7,15640,46.02,4099,12.06,2664,7.84,7619,22.42,3963,11.66
"2233",2020,"Queens","QN0902","Richmond Hill",34100,16950,49.71,17150,50.29,37,15765,46.23,4005,11.74,2621,7.69,7680,22.52,4029,11.82
"2234",2010,"Queens","QN0903","South Richmond Hill",24165,12225,50.59,11940,49.41,33.8,5877,24.32,1184,4.9,3372,13.95,8726,36.11,5006,20.72
"2235",2011,"Queens","QN0903","South Richmond Hill",24163,12248,50.69,11915,49.31,34.2,5816,24.07,1162,4.81,3274,13.55,8817,36.49,5094,21.08
"2236",2012,"Queens","QN0903","South Richmond Hill",24160,12268,50.78,11892,49.22,34.6,5760,23.84,1140,4.72,3165,13.1,8910,36.88,5185,21.46
"2237",2013,"Queens","QN0903","South Richmond Hill",24158,12289,50.87,11869,49.13,34.9,5704,23.61,1119,4.63,3056,12.65,9004,37.27,5275,21.84
"2238",2014,"Queens","QN0903","South Richmond Hill",24155,12309,50.96,11846,49.04,35.3,5647,23.38,1097,4.54,2947,12.2,9097,37.66,5367,22.22
"2239",2015,"Queens","QN0903","South Richmond Hill",24153,12330,51.05,11823,48.95,35.7,5591,23.15,1075,4.45,2838,11.75,9190,38.05,5459,22.6
"2240",2016,"Queens","QN0903","South Richmond Hill",24151,12351,51.14,11800,48.86,36.1,5535,22.92,1053,4.36,2729,11.3,9284,38.44,5550,22.98
"2241",2017,"Queens","QN0903","South Richmond Hill",24148,12371,51.23,11777,48.77,36.5,5479,22.69,1031,4.27,2620,10.85,9377,38.83,5641,23.36
"2242",2018,"Queens","QN0903","South Richmond Hill",24146,12392,51.32,11754,48.68,36.8,5423,22.46,1009,4.18,2511,10.4,9470,39.22,5733,23.74
"2243",2019,"Queens","QN0903","South Richmond Hill",24143,12412,51.41,11731,48.59,37.2,5367,22.23,987,4.09,2402,9.95,9563,39.61,5824,24.12
"2244",2020,"Queens","QN0903","South Richmond Hill",24141,12426,51.47,11715,48.53,37.6,5315,22.02,970,4.02,2305,9.55,9648,39.97,5903,24.45
"2245",2010,"Queens","QN0904","Ozone Park (North)",24158,12028,49.79,12130,50.21,33.1,10816,44.77,3548,14.69,2156,8.92,5265,21.79,2373,9.82
"2246",2011,"Queens","QN0904","Ozone Park (North)",24473,12192,49.82,12281,50.18,33.3,10871,44.42,3470,14.18,2107,8.61,5577,22.79,2448,10
"2247",2012,"Queens","QN0904","Ozone Park (North)",24789,12355,49.84,12434,50.16,33.5,10917,44.04,3386,13.66,2062,8.32,5895,23.78,2529,10.2
"2248",2013,"Queens","QN0904","Ozone Park (North)",25104,12517,49.86,12587,50.14,33.7,10960,43.66,3299,13.14,2016,8.03,6218,24.77,2611,10.4
"2249",2014,"Queens","QN0904","Ozone Park (North)",25420,12679,49.88,12741,50.12,33.9,11002,43.28,3208,12.62,1968,7.74,6548,25.76,2694,10.6
"2250",2015,"Queens","QN0904","Ozone Park (North)",25735,12842,49.9,12893,50.1,34.1,11040,42.9,3114,12.1,1917,7.45,6884,26.75,2780,10.8
"2251",2016,"Queens","QN0904","Ozone Park (North)",26050,13004,49.92,13046,50.08,34.3,11076,42.52,3017,11.58,1865,7.16,7226,27.74,2866,11
"2252",2017,"Queens","QN0904","Ozone Park (North)",26366,13167,49.94,13199,50.06,34.5,11111,42.14,2916,11.06,1811,6.87,7575,28.73,2953,11.2
"2253",2018,"Queens","QN0904","Ozone Park (North)",26681,13330,49.96,13351,50.04,34.7,11142,41.76,2812,10.54,1756,6.58,7930,29.72,3041,11.4
"2254",2019,"Queens","QN0904","Ozone Park (North)",26997,13493,49.98,13504,50.02,34.9,11171,41.38,2705,10.02,1698,6.29,8291,30.71,3132,11.6
"2255",2020,"Queens","QN0904","Ozone Park (North)",27312,13656,50,13656,50,35.1,11203,41.02,2584,9.46,1631,5.97,8655,31.69,3239,11.86
"2256",2010,"Queens","QN0905","Woodhaven",38382,18943,49.35,19439,50.65,35.2,21622,56.33,7092,18.48,1902,4.96,5956,15.52,1810,4.72
"2257",2011,"Queens","QN0905","Woodhaven",38739,19133,49.39,19606,50.61,35.5,21903,56.54,6973,18,1902,4.91,6117,15.79,1844,4.76
"2258",2012,"Queens","QN0905","Woodhaven",39095,19305,49.38,19790,50.62,35.7,22198,56.78,6842,17.5,1884,4.82,6286,16.08,1885,4.82
"2259",2013,"Queens","QN0905","Woodhaven",39452,19477,49.37,19975,50.63,36,22496,57.02,6707,17,1866,4.73,6458,16.37,1925,4.88
"2260",2014,"Queens","QN0905","Woodhaven",39808,19649,49.36,20159,50.64,36.3,22794,57.26,6568,16.5,1847,4.64,6632,16.66,1967,4.94
"2261",2015,"Queens","QN0905","Woodhaven",40165,19821,49.35,20344,50.65,36.6,23095,57.5,6426,16,1828,4.55,6808,16.95,2008,5
"2262",2016,"Queens","QN0905","Woodhaven",40522,19994,49.34,20528,50.66,36.8,23397,57.74,6281,15.5,1807,4.46,6986,17.24,2051,5.06
"2263",2017,"Queens","QN0905","Woodhaven",40878,20165,49.33,20713,50.67,37.1,23701,57.98,6132,15,1786,4.37,7166,17.53,2093,5.12
"2264",2018,"Queens","QN0905","Woodhaven",41235,20337,49.32,20898,50.68,37.4,24007,58.22,5979,14.5,1765,4.28,7348,17.82,2136,5.18
"2265",2019,"Queens","QN0905","Woodhaven",41591,20509,49.31,21082,50.69,37.6,24314,58.46,5823,14,1743,4.19,7532,18.11,2179,5.24
"2266",2020,"Queens","QN0905","Woodhaven",41948,20665,49.26,21283,50.74,37.9,24618,58.69,5682,13.55,1705,4.06,7716,18.39,2227,5.31
"2267",2010,"Queens","QN1001","South Ozone Park",75878,36965,48.72,38913,51.28,36.1,15945,21.01,5213,6.87,19477,25.67,17691,23.32,17552,23.13
"2268",2011,"Queens","QN1001","South Ozone Park",76244,37161,48.74,39083,51.26,36.5,15828,20.76,5124,6.72,19130,25.09,17963,23.56,18199,23.87
"2269",2012,"Queens","QN1001","South Ozone Park",76610,37370,48.78,39240,51.22,36.9,15720,20.52,5010,6.54,18754,24.48,18249,23.82,18877,24.64
"2270",2013,"Queens","QN1001","South Ozone Park",76977,37580,48.82,39397,51.18,37.3,15611,20.28,4896,6.36,18374,23.87,18536,24.08,19560,25.41
"2271",2014,"Queens","QN1001","South Ozone Park",77343,37790,48.86,39553,51.14,37.7,15500,20.04,4780,6.18,17990,23.26,18825,24.34,20248,26.18
"2272",2015,"Queens","QN1001","South Ozone Park",77709,38000,48.9,39709,51.1,38.1,15386,19.8,4663,6,17601,22.65,19116,24.6,20943,26.95
"2273",2016,"Queens","QN1001","South Ozone Park",78075,38210,48.94,39865,51.06,38.4,15271,19.56,4544,5.82,17208,22.04,19409,24.86,21643,27.72
"2274",2017,"Queens","QN1001","South Ozone Park",78441,38420,48.98,40021,51.02,38.8,15155,19.32,4424,5.64,16810,21.43,19704,25.12,22348,28.49
"2275",2018,"Queens","QN1001","South Ozone Park",78808,38632,49.02,40176,50.98,39.2,15037,19.08,4303,5.46,16408,20.82,20001,25.38,23059,29.26
"2276",2019,"Queens","QN1001","South Ozone Park",79174,38843,49.06,40331,50.94,39.6,14916,18.84,4180,5.28,16001,20.21,20300,25.64,23777,30.03
"2277",2020,"Queens","QN1001","South Ozone Park",79540,39057,49.1,40483,50.9,40,14769,18.57,4091,5.14,15595,19.61,20619,25.92,24466,30.76
"2278",2010,"Queens","QN1002","Ozone Park",21376,10241,47.91,11135,52.09,36.3,8112,37.95,6511,30.46,1188,5.56,4143,19.38,1422,6.65
"2279",2011,"Queens","QN1002","Ozone Park",21590,10346,47.92,11244,52.08,36.5,8196,37.96,6345,29.39,1235,5.72,4346,20.13,1468,6.8
"2280",2012,"Queens","QN1002","Ozone Park",21804,10453,47.94,11351,52.06,36.7,8290,38.02,6166,28.28,1273,5.84,4548,20.86,1527,7
"2281",2013,"Queens","QN1002","Ozone Park",22019,10560,47.96,11459,52.04,36.8,8385,38.08,5983,27.17,1312,5.96,4754,21.59,1585,7.2
"2282",2014,"Queens","QN1002","Ozone Park",22233,10667,47.98,11566,52.02,37,8480,38.14,5794,26.06,1352,6.08,4962,22.32,1645,7.4
"2283",2015,"Queens","QN1002","Ozone Park",22447,10775,48,11672,52,37.2,8575,38.2,5601,24.95,1392,6.2,5174,23.05,1705,7.6
"2284",2016,"Queens","QN1002","Ozone Park",22661,10882,48.02,11779,51.98,37.4,8670,38.26,5402,23.84,1432,6.32,5389,23.78,1768,7.8
"2285",2017,"Queens","QN1002","Ozone Park",22875,10989,48.04,11886,51.96,37.6,8766,38.32,5199,22.73,1473,6.44,5607,24.51,1830,8
"2286",2018,"Queens","QN1002","Ozone Park",23090,11097,48.06,11993,51.94,37.7,8862,38.38,4992,21.62,1515,6.56,5828,25.24,1893,8.2
